Última atualização: 18/01/2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Altitude;Operação;Designação;Comprimento;Largura;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link Portaria
SWJU;TO0053;Fazenda Mundo Novo;DUERÉ;Tocantins;"049°29'34,4""O";"11°32'36,5""S";230;VFR Diurna;15/33;1300;18;13/F/B/Y/T;Asfalto;26/06/2029;PA2019-1861;https://pergamum.anac.gov.br/arquivos/PA2019-1861
SJEV;CE0019;Evanderto Almeida;ASSARÉ;Ceará;"039°50'39,0""O";"06°59'21,0""S";679;VFR Diurna;14/32;1000;23;5600Kg / ,5 MPa;Terra;18/07/2023;PA2013-1851;https://pergamum.anac.gov.br/arquivos/PA2013-1851
SSOO;MS0316;Fazenda Pontal da Cachoeira;CAMAPUÃ;Mato Grosso do Sul;"054°17'42""O";"19°25'50,0""S";389;VFR Diurna;13/31;500;18;5700Kg / ,5 MPa;Grama;19/11/2022;PA2016-2574;https://pergamum.anac.gov.br/arquivos/PA2016-2574
SDCZ;RJ0014;Fazenda Bom Jardim;MANGARATIBA;Rio de Janeiro;"044°05'55,0""O";"22°56'10,0""S";5;VFR Diurna;11/29;1190;23;3000Kg / ,8 MPa;Grama;;;
SSHC;MS0540;Fazenda Alvemi;PARANAÍBA;Mato Grosso do Sul;"051°07'54,0""O";"19°24'38,0""S";428;VFR Diurna;11/29;900;20;4500Kg / ,5 MPa;Grama;25/08/2030;PA2020-1989;https://pergamum.anac.gov.br/arquivos/PA2020-1989
SSEK;MS0262;Fazenda Lontra;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°15'09,0""O";"20°01'04,0""S";396;VFR Diurna;6/24;800;30;5000Kg / ,5 MPa;Terra;09/03/2025;PA2015-0584;https://pergamum.anac.gov.br/arquivos/PA2015-0584
SDLX;MT0041;Fazenda Jacareúna;SÃO FÉLIX DO ARAGUAIA;Mato Grosso;"052°12'17,0""O";"11°26'28,0""S";432;VFR Diurna;11/29;1300;40;5700Kg / ,5 MPa;Terra;20/07/2022;PA2012-1454;https://pergamum.anac.gov.br/arquivos/PA2012-1454
SDHS;MT0037;Fazenda Ouro Branco ;PORTO DOS GAÚCHOS;Mato Grosso;"056°24'49,0""O";"12°01'04,0""S";385;VFR Diurna;1/19;800;18;5700Kg / ,5 MPa;Cascalho;09/08/2023;PA2013-2021;https://pergamum.anac.gov.br/arquivos/PA2013-2021
SSHB;BA0158;Boris;LUÍS EDUARDO MAGALHÃES;Bahia;"045°49'43,5""O";"12°04'05,5""S";765;VFR Diurna;15/33;800;20;5700Kg / ,5 MPa;Terra;23/10/2024;PA2014-2465;https://pergamum.anac.gov.br/arquivos/PA2014-2465
SWPQ;MT0380;Fazenda Piraguassu;PORTO ALEGRE DO NORTE;Mato Grosso;"051°41'22,0""O";"10°51'32,0""S";196;VFR Diurna;13/31;1015;19;5000Kg / ,5 MPa;Terra;21/09/2021;PA2014-2246;https://pergamum.anac.gov.br/arquivos/PA2014-2246
SWLP;MT0363;Fazenda Rosa Paralelo 10;RONDOLÂNDIA;Mato Grosso;"061°14'00,0""O";"09°58'20,0""S";167;VFR Diurna;6/24;1000;22;3000Kg / ,5 MPa;Terra;21/12/2021;PA2016-1395;https://pergamum.anac.gov.br/arquivos/PA2016-1395
SIMR;GO0051;Fazendas Reunidas;RIO VERDE;Goiás;"051°09'22,2""O";"17°45'03,0""S";831;VFR Diurna;12/30;1300;18;8/F/C/Y/U;Asfalto;13/09/2022;PA2014-0115;https://pergamum.anac.gov.br/arquivos/PA2014-0115
SNSA;MG0294;Hilário Grandi;UNAÍ;Minas Gerais;"047°10'43,0""O";"16°32'45,0""S";862;VFR Diurna;6/24;700;20;5700Kg / ,5 MPa;Terra;14/02/2029;PA2019-0312;https://pergamum.anac.gov.br/arquivos/PA2019-0312
SJKE;PA0072;Pista Aldeia Kedjêrêkrã;SÃO FÉLIX DO XINGU;Pará;"052°09'06,0""O";"07°48'46,0""S";276;VFR Diurna;17/35;799;18;4000Kg / ,5 MPa;Terra;14/11/2027;PA2017-3740;https://pergamum.anac.gov.br/arquivos/PA2017-3740
SSPR;PI0039;Fazenda Pratinha;URUÇUÍ;Piauí;"044°20'26,0""O";"07°50'18,0""S";498;VFR Diurna;14/32;1250;18;5700Kg / ,5 MPa;Terra;17/01/2028;PA2018-0015;https://pergamum.anac.gov.br/arquivos/PA2018-0015
SIXV;MS0143;Fazenda Rancho do Planalto;ALCINÓPOLIS;Mato Grosso do Sul;"053°21'49,0""O";"18°08'44,0""S";825;VFR Diurna;18/36;1300;40;5000Kg / ,5 MPa;Terra;11/06/2025;PA2015-1396;https://pergamum.anac.gov.br/arquivos/PA2015-1396
SNNX;RS0086;Cabanha Umbú;BARRA DO QUARAÍ;Rio Grande do Sul;"057°16'16,0""O";"29°58'50,0""S";68;VFR Diurna;14/32;961;25;5700Kg / ,5 MPa;Grama;19/07/2027;PA2017-2009;https://pergamum.anac.gov.br/arquivos/PA2017-2009
SJHV;RS0123;Granja 4 Irmãos - Taim;RIO GRANDE;Rio Grande do Sul;"052°34'02,0""O";"32°15'50,0""S";17;VFR Diurna;18/36;750;20;5000Kg / ,5 MPa;Terra;13/12/2029;PA2019-3717;https://pergamum.anac.gov.br/arquivos/PA2019-3717
SJFR;BA0108;Trancoso Rio Frade;PORTO SEGURO;Bahia;"039°14'09,0""O";"16°35'08,0""S";78;VFR Noturna;9/27;1300;30;5700Kg / ,5 MPa;Terra;30/12/2026;PA2016-3619;https://pergamum.anac.gov.br/arquivos/PA2016-3619
SNXV;MG0170;Tranquilo Testolin;FELIXLÂNDIA;Minas Gerais;"045°06'48,0""O";"18°45'46,0""S";612;VFR Diurna;9/27;1500;30;5/F/B/Y/T;Asfalto;02/07/2025;PA2015-1639;https://pergamum.anac.gov.br/arquivos/PA2015-1639
SJNR;AP0007;Fazenda Rosário;;;"049°54'18""O";"01°05'06,0""N";12;VFR Diurna;8/26;600;18;1543Kg / ,5 MPa;Concreto;10/10/2026;PA2016-2720;https://pergamum.anac.gov.br/arquivos/PA2016-2720
SNSH;PA0106;São José;SANTARÉM;Pará;"054°43'56,2""O";"02°34'28,3""S";134;VFR Diurna;10/28;1500;30;5700Kg / ,5 MPa;Cascalho;;;
SIAN;RJ0020;Clube CÉU;RIO DE JANEIRO;Rio de Janeiro;"043°39'34,3""O";"22°57'40,8""S";15;VFR Diurna;13/31;750;20;5700Kg / ,5 MPa;Asfalto;16/12/2025;PA2015-3429;https://pergamum.anac.gov.br/arquivos/PA2015-3429
SNNL;MT0258;Fazenda Locks;NOVA MARINGÁ;Mato Grosso;"057°07'45,0""O";"12°48'06,0""S";396;VFR Diurna;2/20;800;18;5700Kg / ,5 MPa;Cascalho;16/12/2025;PA2015-3318;https://pergamum.anac.gov.br/arquivos/PA2015-3318
SIED;MS0074;Fazenda Espadim;PARANHOS;Mato Grosso do Sul;"055°20'09,0""O";"23°47'39,0""S";378;VFR Diurna;5/23;799;18;5700Kg / ,5 MPa;Grama;11/04/2026;PA2016-0861;https://pergamum.anac.gov.br/arquivos/PA2016-0861
SNSV;MS0228;Fazenda São Domingos;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°17'38,0""O";"20°44'15,0""S";459;VFR Diurna;2/20;850;18;5000Kg / ,5 MPa;Terra;19/07/2027;PA2017-2013;https://pergamum.anac.gov.br/arquivos/PA2017-2013
SJKG;PI0026;Fazenda Chapada Grande;REGENERAÇÃO;Piauí;"042°28'34,0""O";"06°20'55,0""S";420;VFR Diurna;11/29;1200;25;4500Kg / ,5 MPa;Cascalho;26/10/2026;PA2016-2796;https://pergamum.anac.gov.br/arquivos/PA2016-2796
SSCA;MS0255;Fazenda Campo Bom;CHAPADÃO DO SUL;Mato Grosso do Sul;"052°37'12""O";"18°44'22,0""S";810;VFR Diurna;8/26;1200;23;5600Kg / ,5 MPa;Grama;02/06/2021;PA2011-1106;https://pergamum.anac.gov.br/arquivos/PA2011-1106
SJXC;BA0127;Usina Santa Cruz;SANTA CRUZ CABRÁLIA;Bahia;"039°21'29,0""O";"16°10'59,0""S";125;VFR Diurna;3/21;1400;30;5700Kg / ,62 MPa;Asfalto;13/05/2025;PA2015-1106;https://pergamum.anac.gov.br/arquivos/PA2015-1106
SJZD;MS0195;Fazenda Bandeiras;CORUMBÁ;Mato Grosso do Sul;"056°42'23,0""O";"17°51'36,0""S";114;VFR Diurna;8/26;800;20;3000Kg / ,5 MPa;Grama;01/02/2022;PA2016-2590;https://pergamum.anac.gov.br/arquivos/PA2016-2590
SJVR;MS0186;Fazenda São Joaquim;JARDIM;Mato Grosso do Sul;"056°29'11,0""O";"21°29'15,0""S";368;VFR Diurna;1/19;800;18;5700Kg / ,5 MPa;Cascalho;04/11/2023;PA2016-0983;https://pergamum.anac.gov.br/arquivos/PA2016-0983
SJMD;RR0065;Paapiú Novo;IRACEMA;Roraima;"062°57'01,0""O";"02°43'22,0""N";212;VFR Diurna;17/35;600;30;3000Kg / ,5 MPa;Grama;28/12/2022;PA2012-2864;https://pergamum.anac.gov.br/arquivos/PA2012-2864
SJMF;RR0067;Pacú;NORMANDIA;Roraima;"060°13'20,0""O";"04°09'50,0""N";303;VFR Diurna;9/27;600;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2866;https://pergamum.anac.gov.br/arquivos/PA2012-2866
SJMW;RR0081;Socó;UIRAMUTÃ;Roraima;"060°10'37,0""O";"04°28'12,0""N";515;VFR Diurna;9/27;600;25;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2880;https://pergamum.anac.gov.br/arquivos/PA2012-2880
SJYE;RR0089;Água Fria;UIRAMUTÃ;Roraima;"060°16'38,0""O";"04°37'14,0""N";303;VFR Diurna;10/28;900;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2886;https://pergamum.anac.gov.br/arquivos/PA2012-2886
SJKU;RR0041;Cumaipá;UIRAMUTÃ;Roraima;"060°28'25,0""O";"04°48'50,0""N";667;VFR Diurna;1/19;700;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2841;https://pergamum.anac.gov.br/arquivos/PA2012-2841
SJLF;RR0049;Homoxi;IRACEMA;Roraima;"063°43'47,0""O";"02°29'52,0""N";696;VFR Diurna;6/24;750;30;5600Kg / ,5 MPa;Grama;28/12/2022;PA2012-2849;https://pergamum.anac.gov.br/arquivos/PA2012-2849
SJKN;RR0035;Caracanã;UIRAMUTÃ;Roraima;"060°15'55,0""O";"04°42'17,0""N";606;VFR Diurna;12/30;800;30;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2835;https://pergamum.anac.gov.br/arquivos/PA2012-2835
SWFG;MS0372;Fazenda Guanabara;NOVA ALVORADA DO SUL;Mato Grosso do Sul;"054°26'48,0""O";"21°07'17,0""S";457;VFR Diurna;2/20;800;18;3000Kg / ,5 MPa;Terra;10/05/2023;PA2016-1119;https://pergamum.anac.gov.br/arquivos/PA2016-1119
SNFV;GO0096;Serra da Pintura;SANTA FÉ DE GOIÁS;Goiás;"051°12'39,0""O";"15°34'03,0""S";366;VFR Diurna;11/29;1000;20;5700Kg / ,5 MPa;Terra;27/06/2022;PA2012-1272;https://pergamum.anac.gov.br/arquivos/PA2012-1272
SWLS;PR0157;Fazenda São Luís;PALOTINA;Paraná;"053°52'27,1""O";"24°11'55,7""S";306;VFR Diurna;13/31;1000;15;4000Kg / ,5 MPa;Grama;11/12/2028;PA2018-3794;https://pergamum.anac.gov.br/arquivos/PA2018-3794
SSAI;GO0104;Fazenda Panamá;IACIARA;Goiás;"046°47'54,0""O";"14°06'18,0""S";500;VFR Diurna;3/21;1600;20;25/F/C/Y/U;Asfalto;23/01/2027;PA2017-0156;https://pergamum.anac.gov.br/arquivos/PA2017-0156
SJTT;MT0223;GRUPO ROTTA;SAPEZAL;Mato Grosso;"058°44'11,0""O";"13°38'39,0""S";572;VFR Diurna;2/20;1000;20;5700Kg / ,5 MPa;Cascalho;11/01/2028;PA2017-4245;https://pergamum.anac.gov.br/arquivos/PA2017-4245
SDCF;MS0025;Fazenda Porto Ciriaco;AQUIDAUANA;Mato Grosso do Sul;"056°17'02,0""O";"19°41'48,0""S";111;VFR Diurna;13/31;550;20;5000Kg / ,5 MPa;Grama;12/07/2028;PA2018-2192;https://pergamum.anac.gov.br/arquivos/PA2018-2192
SSWL;CE0024;Luiz Aragão;TIANGUÁ;Ceará;"041°01'24,0""O";"03°44'24,0""S";765;VFR Diurna;10/28;970;15;5000Kg / ,5 MPa;Asfalto;17/01/2028;PA2018-0017;https://pergamum.anac.gov.br/arquivos/PA2018-0017
SNCO;MS0202;AGROPECUÁRIA SANTA PAOLA;TACURU;Mato Grosso do Sul;"055°03'47,0""O";"23°31'01,0""S";367;VFR Diurna;5/23;800;20;4500Kg / ,5 MPa;Grama;11/08/2027;PA2017-2559;https://pergamum.anac.gov.br/arquivos/PA2017-2559
SILD;SP0865;Pachu Aviação Agrícola;OLÍMPIA;São Paulo;"049°03'06,0""O";"20°42'21,0""S";542;VFR Diurna;15/33;700;18;5600Kg / ,5 MPa;Terra;23/04/2029;PA2019-1162;https://pergamum.anac.gov.br/arquivos/PA2019-1162
SSHF;BA0159;Fazenda Gerais;FORMOSA DO RIO PRETO;Bahia;"045°50'00,0""O";"10°40'43,0""S";738;VFR Diurna;13/31;1200;18;5600Kg / ,5 MPa;Terra;17/10/2027;PA2017-3283;https://pergamum.anac.gov.br/arquivos/PA2017-3283
SWQQ;MS0408;Fazenda Taquarussu;SETE QUEDAS;Mato Grosso do Sul;"054°58'55,0""O";"23°54'13,0""S";332;VFR Diurna;3/21;900;23;5700Kg / ,5 MPa;Grama;30/11/2028;PA2018-3506;https://pergamum.anac.gov.br/arquivos/PA2018-3506
SIEC;MS0073;Agropecuária Cachoeira;JARAGUARI;Mato Grosso do Sul;"054°15'24,0""O";"20°03'05,0""S";550;VFR Diurna;10/28;800;18;5000Kg / ,5 MPa;Cascalho;11/12/2027;PA2017-3906;https://pergamum.anac.gov.br/arquivos/PA2017-3906
SJGF;MT0172;Fazenda Irmãos Garcia;CAMPO NOVO DO PARECIS;Mato Grosso;"057°54'14,0""O";"13°45'16,0""S";585;VFR Diurna;2/20;1200;20;5700Kg / ,5 MPa;Terra;06/04/2028;PA2018-1030;https://pergamum.anac.gov.br/arquivos/PA2018-1030
SIWB;MS0136;Fazenda Sperafico;AMAMBAI;Mato Grosso do Sul;"055°17'12,0""O";"23°11'25,0""S";600;VFR Diurna;8/26;900;18;5000Kg / ,5 MPa;Cascalho;13/02/2024;PA2014-0366;https://pergamum.anac.gov.br/arquivos/PA2014-0366
SJJM;MT0186;Fazenda São João  ;MATUPÁ;Mato Grosso;"054°34'52,2""O";"10°19'41,6""S";296;VFR Diurna;16/34;1100;18;5700Kg / ,5 MPa;Cascalho;10/09/2028;PA2018-2731;https://pergamum.anac.gov.br/arquivos/PA2018-2731
SNGM;PA0091;Fazenda Epemaju;SÃO FÉLIX DO XINGU;Pará;"050°57'55,0""O";"05°33'36,0""S";240;VFR Diurna;9/27;600;18;5000Kg / ,5 MPa;Piçarra;18/11/2025;PA2015-3035;https://pergamum.anac.gov.br/arquivos/PA2015-3035
SIUW;BA0099;Comandante Milton Tosto;BONITO;Bahia;"041°18'16,5""O";"12°00'20,0""S";1020;VFR Diurna;12/30;995;26;5700Kg / ,5 MPa;Piçarra;02/12/2025;PA2015-3137;https://pergamum.anac.gov.br/arquivos/PA2015-3137
SNUZ;AL0012;Usina Coruripe;CORURIPE;Alagoas;"036°11'12,0""O";"10°05'38,0""S";64;VFR Diurna;17/35;900;20;5700Kg / ,5 MPa;Piçarra;26/10/2021;PA2017-2410;https://pergamum.anac.gov.br/arquivos/PA2017-2410
SIQF;SP0193;Fazenda Palmital;MORRO AGUDO;São Paulo;"048°17'13,0""O";"20°41'46,0""S";500;VFR Diurna;17/35;900;20;5600Kg / ,5 MPa;Cascalho;13/06/2023;PA2016-2950;https://pergamum.anac.gov.br/arquivos/PA2016-2950
SJAL;BA0101;Lagoa Grande;IRAMAIA;Bahia;"041°00'43,0""O";"13°24'14,0""S";642;VFR Diurna;13/31;1140;18;6/F/C/Y/T;Asfalto;21/12/2026;PA2016-3537;https://pergamum.anac.gov.br/arquivos/PA2016-3537
SNTA;SP0239;Fazenda São Miguel;POMPÉIA;São Paulo;"050°06'59,0""O";"21°52'07,0""S";440;VFR Diurna;9/27;1100;20;5000Kg / ,5 MPa;Terra;20/07/2022;PA2012-1450;https://pergamum.anac.gov.br/arquivos/PA2012-1450
SWIV;PA0142;Águia Branca do Parú;ALMEIRIM;Pará;"053°15'41,4""O";"01°16'05,1""S";146;VFR Diurna;12/30;700;18;2100Kg / ,5 MPa;Piçarra;04/04/2023;PA2013-0868;https://pergamum.anac.gov.br/arquivos/PA2013-0868
SNWI;MT0273;Fazenda São João do Guaporé;NOVA LACERDA;Mato Grosso;"060°00'33,0""O";"14°04'08,0""S";181;VFR Diurna;18/36;870;40;5000Kg / ,5 MPa;Grama;;;
SDLN;MT0040;Primavera;QUERÊNCIA;Mato Grosso;"052°09'14,0""O";"12°36'57,0""S";356;VFR Diurna;4/22;1500;30;5700Kg / ,5 MPa;Saibro;21/02/2023;PA2016-2552;https://pergamum.anac.gov.br/arquivos/PA2016-2552
SDYX;PI0018;Campo Maior;CAMPO MAIOR;Piauí;"042°15'38,0""O";"04°51'15,0""S";149;VFR Diurna;13/31;1200;18;5000Kg / ,5 MPa;Asfalto;04/04/2023;PA2013-0872;https://pergamum.anac.gov.br/arquivos/PA2013-0872
SJPE;PB0014;Pedra;PEDRA LAVRADA;Paraíba;"036°28'54,0""O";"06°46'00,0""S";543;VFR Diurna;5/23;880;23;5600Kg / ,5 MPa;Piçarra;23/05/2024;PA2014-1196;https://pergamum.anac.gov.br/arquivos/PA2014-1196
SSVU;MG0191;Fazenda Serra do Cabral;FRANCISCO DUMONT;Minas Gerais;"044°20'52,7""O";"17°41'53,0""S";1181;VFR Diurna;9/27;1279;18;5670Kg / ,62 MPa;Piçarra;16/04/2024;PA2014-0934;https://pergamum.anac.gov.br/arquivos/PA2014-0934
SDJX;TO0013;Fazenda Serra Dourada;PALMEIRÓPOLIS;Tocantins;"048°22'55,0""O";"13°06'16,0""S";483;VFR Diurna;3/21;1000;19;5700Kg / ,5 MPa;Terra;;;
SIVP;GO0058;Bela Manhã;NOVA CRIXÁS;Goiás;"050°32'08,5""O";"14°26'27,0""S";275;VFR Diurna;3/21;900;19;2600Kg / ,5 MPa;Saibro;10/04/2024;PA2014-0852;https://pergamum.anac.gov.br/arquivos/PA2014-0852
SWTI;MT0406;São Vicente;NOVA LACERDA;Mato Grosso;"059°46'48""O";"14°31'10,0""S";241;VFR Diurna;15/33;1200;18;7/F/B/Y/U;Asfalto;;;
SSJW;MS0294;Fazenda Jauru;NOVA ANDRADINA;Mato Grosso do Sul;"053°33'32,0""O";"21°46'57,0""S";307;VFR Diurna;14/32;750;18;5000Kg / ,5 MPa;Terra;06/11/2024;PA2014-2589;https://pergamum.anac.gov.br/arquivos/PA2014-2589
SSQR;MS0324;Fazenda Primavera;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°35'53,0""O";"21°23'10,0""S";361;VFR Diurna;9/27;1000;20;5000Kg / ,5 MPa;Terra;20/08/2024;PA2018-0983;https://pergamum.anac.gov.br/arquivos/PA2018-0983
SDUL;SP0151;Usina Santa Lydia;RIBEIRÃO PRETO;São Paulo;"047°55'14,0""O";"21°12'06,0""S";692;VFR Diurna;17/35;700;20;5000Kg / ,5 MPa;Grama;26/01/2025;PA2015-0165;https://pergamum.anac.gov.br/arquivos/PA2015-0165
SNPG;MS0224;Fazenda Uval;CORUMBÁ;Mato Grosso do Sul;"056°29'53,0""O";"17°18'05,0""S";105;VFR Diurna;18/36;1300;25;3000Kg / ,5 MPa;Grama;28/02/2022;PA2012-0374;https://pergamum.anac.gov.br/arquivos/PA2012-0374
SDMM;RR0009;Lago Verde;PACARAIMA;Roraima;"060°47'10,0""O";"04°33'28,0""N";330;VFR Diurna;2/20;514;12;4000Kg / ,5 MPa;Terra;;;
SDXM;MG0474;Monte Cristo;MONTE BELO;Minas Gerais;"046°24'03,0""O";"21°21'47,0""S";911;VFR Noturna;6/24;799;23;5700Kg / ,5 MPa;Grama;01/10/2030;PA2020-2381;https://pergamum.anac.gov.br/arquivos/PA2020-2381
SBOQ;GO0281;Fazenda Irmãs Prata;CHAPADÃO DO CÉU;Goiás;"052°49'59,0""O";"18°37'16,0""S";856;VFR Diurna;2/20;850;18;5600Kg / ,5 MPa;Cascalho;15/10/2030;PA2020-2526;https://pergamum.anac.gov.br/arquivos/PA2020-2526
SINI;MS0107;Fazenda Bela Vista do Caronal;CORUMBÁ;Mato Grosso do Sul;"055°58'24,0""O";"18°12'21,0""S";143;VFR Diurna;11/29;900;18;5000Kg / ,5 MPa;Grama;19/10/2026;PA2016-2576;https://pergamum.anac.gov.br/arquivos/PA2016-2576
SJUR;MT0227;Fazenda Reunidas;PARANATINGA;Mato Grosso;"054°05'50,0""O";"13°28'05,0""S";477;VFR Diurna;4/22;1500;20;19/F/B/Y/U;Asfalto;10/01/2023;PA2019-1306;https://pergamum.anac.gov.br/arquivos/PA2019-1306
SNCK;MG0140;Porto Cajueiro;JANUÁRIA;Minas Gerais;"045°20'20,0""O";"14°53'04,0""S";763;VFR Diurna;6/24;1000;20;5700Kg / ,5 MPa;Cascalho;27/06/2027;PA2017-1864;https://pergamum.anac.gov.br/arquivos/PA2017-1864
SWRI;MT0388;Fazenda Roncador I;QUERÊNCIA;Mato Grosso;"052°16'21""O";"12°09'26,0""S";303;VFR Diurna;9/27;1260;23;10/F/B/X/U;Asfalto;;;
SSDP;MT0284;Fazenda Fortaleza do Guaporé;VILA BELA DA SANTÍSSIMA TRINDADE;Mato Grosso;"060°10'29,0""O";"14°27'50,0""S";237;VFR Diurna;16/34;1100;20;8/F/B/Y/U;Asfalto;26/03/2024;PA2014-0697;https://pergamum.anac.gov.br/arquivos/PA2014-0697
SWKU;AM0048;Cucuí;SÃO GABRIEL DA CACHOEIRA;Amazonas;"066°50'30,0""O";"01°07'14,0""N";83;VFR Diurna;16/34;1200;30;13/F/C/Y/U;Asfalto;20/08/2025;PA2015-1267;https://pergamum.anac.gov.br/arquivos/PA2015-1267
SWEC;GO0120;Estância das Cascatas;ARAGARÇAS;Goiás;"052°05'55,0""O";"15°54'08,9""S";310;VFR Diurna;3/21;1160;18;5700Kg / ,5 MPa;Asfalto;23/11/2021;PA2011-2244;https://pergamum.anac.gov.br/arquivos/PA2011-2244
SDUU;SP0152;Usina Califórnia;PARAPUÃ;São Paulo;"050°52'05,3""O";"21°54'40,0""S";450;VFR Diurna;13/31;900;30;5600Kg / ,5 MPa;Terra;06/04/2025;PA2015-0823;https://pergamum.anac.gov.br/arquivos/PA2015-0823
SJNV;GO0081;Fazenda São Francisco;GOUVELÂNDIA;Goiás;"050°15'22,7""O";"18°25'49,1""S";566;VFR Diurna;1/19;1180;18;7/F/B/Y/T;Asfalto;03/11/2021;PA2014-1289;https://pergamum.anac.gov.br/arquivos/PA2014-1289
SNLG;MG0155;Serra do Cipó;JABOTICATUBAS;Minas Gerais;"043°44'47,0""O";"19°23'55,0""S";799;VFR Diurna;7/25;1260;20;8/F/C/Y/U;Asfalto;16/09/2023;PA2013-2371;https://pergamum.anac.gov.br/arquivos/PA2013-2371
SDQB;MT0053;Fazenda Estrela D'Alva;QUERÊNCIA;Mato Grosso;"052°18'25,0""O";"13°11'21,0""S";381;VFR Diurna;8/26;1000;40;5600Kg / ,5 MPa;Terra;16/07/2022;PA2012-1420;https://pergamum.anac.gov.br/arquivos/PA2012-1420
SNVA;PA0108;Fazenda Bela Vista;CUMARU DO NORTE;Pará;"050°37'54,0""O";"07°59'15,0""S";316;VFR Diurna;2/20;1230;30;5700Kg / ,5 MPa;Piçarra;26/04/2022;PA2012-0771;https://pergamum.anac.gov.br/arquivos/PA2012-0771
SDPZ;MS0043;Sossego;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°21'09,0""O";"21°14'29,0""S";363;VFR Diurna;17/35;800;20;5700Kg / ,5 MPa;Terra;23/06/2025;PA2015-1530;https://pergamum.anac.gov.br/arquivos/PA2015-1530
SJPW;MT0207;Fazenda Boa Esperança;LUCAS DO RIO VERDE;Mato Grosso;"056°21'50,0""O";"12°53'37,0""S";415;VFR Diurna;4/22;1300;20;5700Kg / ,5 MPa;Cascalho;24/01/2023;PA2013-0189;https://pergamum.anac.gov.br/arquivos/PA2013-0189
SSBM;MS0249;Fazenda Lageado;DOIS IRMÃOS DO BURITI;Mato Grosso do Sul;"055°26'50,0""O";"20°17'27,0""S";198;VFR Diurna;1/19;700;30;5600Kg / ,5 MPa;Grama;11/09/2024;PA2014-2112;https://pergamum.anac.gov.br/arquivos/PA2014-2112
SJEF;MS0158;Fazenda Costa Rica;AQUIDAUANA;Mato Grosso do Sul;"056°02'32,0""O";"19°44'49,0""S";104;VFR Diurna;14/32;570;30;3000Kg / ,5 MPa;Grama;30/12/2024;PA2014-3151;https://pergamum.anac.gov.br/arquivos/PA2014-3151
SWLJ;GO0134;Fazenda Santa Cruz;IACIARA;Goiás;"046°50'20,4""O";"14°13'06,4""S";466;VFR Diurna;4/22;1000;18;5000Kg / ,5 MPa;Asfalto;01/07/2023;PA2013-1655;https://pergamum.anac.gov.br/arquivos/PA2013-1655
SSMV;SP0251;Fazenda Boa Vista;PIRASSUNUNGA;São Paulo;"047°33'36""O";"22°02'41,0""S";750;VFR Diurna;15/33;800;20;5000Kg / ,5 MPa;Terra;22/05/2024;PA2014-1131;https://pergamum.anac.gov.br/arquivos/PA2014-1131
SJEA;TO0025;Cadete 56 - 147 Santana;PALMEIRÓPOLIS;Tocantins;"048°13'31,0""O";"12°51'00,0""S";300;VFR Diurna;8/26;1100;30;2500Kg / ,5 MPa;Cascalho;19/11/2024;PA2014-2705;https://pergamum.anac.gov.br/arquivos/PA2014-2705
SJKA;MT0189;Aerocampo;CAMPO NOVO DO PARECIS;Mato Grosso;"057°53'58,0""O";"13°38'07,0""S";548;VFR Diurna;18/36;1685;25;5700Kg / ,5 MPa;Cascalho;;;
SSAG;MS0244;Fazenda  Lobo;ÁGUA CLARA;Mato Grosso do Sul;"052°43'32,0""O";"19°43'00,0""S";430;VFR Diurna;10/28;900;20;5000Kg / ,5 MPa;Terra;31/07/2024;PA2014-2704;https://pergamum.anac.gov.br/arquivos/PA2014-2704
SJHG;MT0176;Confresa;CONFRESA;Mato Grosso;"051°34'02,0""O";"10°38'01,0""S";238;VFR Diurna;12/30;1100;30;5600Kg / ,5 MPa;Cascalho;10/03/2024;PA2014-0526;https://pergamum.anac.gov.br/arquivos/PA2014-0526
SSHA;MS0282;Aeroclube de Aquidauana;AQUIDAUANA;Mato Grosso do Sul;"055°46'10,0""O";"20°28'51,0""S";189;VFR Diurna;6/24;700;30;5700Kg / ,5 MPa;Cascalho;;;
SSQI;MT0311;Santa Anastácia I;SORRISO;Mato Grosso;"055°40'56,0""O";"12°30'32,5""S";382;VFR Diurna;10/28;840;20;3500Kg / ,5 MPa;Cascalho;10/03/2024;PA2014-0523;https://pergamum.anac.gov.br/arquivos/PA2014-0523
SSXV;MS0351;Fazenda Santa Rita;NAVIRAÍ;Mato Grosso do Sul;"054°06'22,0""O";"22°56'38,0""S";350;VFR Diurna;2/20;1000;20;5000Kg / ,5 MPa;Terra;10/04/2025;PA2015-0853;https://pergamum.anac.gov.br/arquivos/PA2015-0853
